Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration,Packets_Per_Second,Error_Rate,Login_Attempts,Bytes_Sent,Bytes_Received,Traffic_Flag,MAC_Address,Label
01-01-2026 13:16,161.32.121.45,117.40.246.4,64895,22,ICMP,,231,,0.568328845,19,,,Normal,17:ef:63:1b:23:98,1
03-01-2026 19:06,99.92.158.204,171.200.146.71,55560,53,ICMP,1575,,4261,,15,11584,12782,Normal,e3:d4:49:51:0b:9b,0
01-01-2026 01:56,214.88.220.158,187.178.249.246,31885,8080,UDP,405,,3655,,8,49510,14117,Normal,77:29:b6:36:6e:14,0
01-01-2026 22:22,61.178.44.62,216.154.130.14,2974,8080,UDP,,133,,0.017747359,11,,,DoS,5b:33:74:8f:27:3f,1
02-01-2026 16:29,35.113.226.235,102.45.14.5,8926,53,UDP,1403,562,3464,0.720586427,5,46417,1859,Normal,9f:ed:ea:c7:df:91,0
01-01-2026 11:26,57.217.169.58,233.42.67.230,20219,443,UDP,751,737,1713,0.909139511,11,40987,11281,Normal,bf:9e:2c:d1:0e:a1,0
06-01-2026 12:28,43.54.122.205,116.11.173.179,49835,443,TCP,744,641,4057,0.012577227,18,31005,43532,Suspicious,0d:2c:95:12:13:47,0
04-01-2026 04:26,120.206.167.58,21.160.250.225,39157,8080,ICMP,1737,679,2187,0.149456391,16,10659,51734,Normal,6d:9a:ba:81:9e:7c,0
02-01-2026 20:55,249.4.108.146,123.119.95.183,17402,443,UDP,79,787,354,0.313305797,14,6161,65346,Normal,ba:44:dd:18:f9:5b,0
01-01-2026 20:30,238.131.11.45,14.237.114.254,30182,22,UDP,1404,318,5306,0.631204042,3,26389,27154,Suspicious,fc:a6:93:50:ae:a3,0
05-01-2026 15:41,48.53.28.181,144.115.246.212,5189,53,UDP,1439,590,3425,0.682093413,8,47507,8840,Normal,99:de:a8:38:cb:92,0
,162.162.94.247,57.102.35.7,48539,21,ICMP,1519,760,2114,0.406631994,19,58233,53031,Normal,5d:4a:58:8d:a4:1c,1
04-01-2026 06:13,207.194.32.82,4.118.245.35,33840,22,TCP,1152,256,2082,0.835304774,1,31719,21303,Normal,1f:8b:84:a0:c1:74,0
01-01-2026 17:31,29.133.243.220,190.212.9.58,7217,53,UDP,874,185,5167,0.778010774,15,22926,1009,DoS,4a:42:a3:01:e9:57,1
02-01-2026 17:54,65.199.142.8,182.23.212.64,36270,443,TCP,178,141,3882,0.173229971,0,55758,55400,Normal,dc:fc:9c:94:f9:53,0
05-01-2026 06:43,17.248.93.237,116.59.166.154,21319,22,TCP,355,789,2247,0.686702264,24,13068,45983,Probe,49:0b:ce:a0:c5:90,1
04-01-2026 18:02,220.71.184.238,177.171.63.48,7143,80,TCP,1681,21,4658,0.74240443,5,57817,9082,Normal,4d:d6:ac:1e:6f:04,0
05-01-2026 21:28,250.106.158.159,87.26.243.211,40491,21,TCP,941,502,3780,0.498243576,2,50547,50951,Probe,4a:90:dd:b2:2f:4b,0
03-01-2026 00:44,26.239.141.172,36.248.220.207,49971,22,UDP,463,323,892,0.152091323,5,19899,21584,Probe,fc:77:7d:76:e3:61,0
05-01-2026 21:55,221.147.8.234,155.169.52.92,32160,8080,TCP,1397,310,3428,0.203092281,15,31168,4709,Normal,b2:45:55:4a:66:b7,0
01-01-2026 00:30,,164.239.181.38,3585,53,TCP,274,741,1983,0.566358595,21,54772,55349,Normal,,1
04-01-2026 11:51,237.162.208.112,80.200.222.166,51761,80,TCP,408,545,5800,0.252313282,23,15498,18799,Suspicious,4a:a3:86:49:b9:d3,1
02-01-2026 13:48,204.3.30.221,194.103.176.97,40777,80,TCP,1962,29,4155,0.949678816,15,18761,5146,Normal,f4:04:a7:d9:c4:e6,1
04-01-2026 20:30,213.154.184.31,114.33.163.108,31345,53,ICMP,968,722,1970,0.132347774,16,20838,22947,Normal,58:59:ac:bc:3c:d0,0
,100.89.238.120,157.232.160.20,49406,80,UDP,409,73,5767,0.480546815,17,47306,62406,Normal,33:d3:31:3c:9f:df,0
05-01-2026 13:45,24.91.25.60,150.135.253.50,16792,8080,TCP,54,10,4150,0.251135216,13,12887,57819,Normal,1b:c4:56:be:2c:9b,0
04-01-2026 03:21,238.226.53.205,10.194.187.154,63481,8080,TCP,1948,14,1210,0.717333135,8,33166,40009,Normal,8f:c0:b3:3a:36:79,0
03-01-2026 14:16,203.194.56.231,1.134.105.164,34730,443,UDP,1186,743,2843,0.893409544,16,16247,8153,Normal,d1:58:17:66:00:5d,0
06-01-2026 07:30,,32.197.110.199,59744,443,TCP,1628,285,5838,0.962398326,3,16019,37753,Probe,,1
04-01-2026 02:14,147.242.109.32,204.202.70.82,29062,53,ICMP,1829,181,1248,0.251491421,6,9968,32403,DoS,56:bc:c5:26:5f:12,1
01-01-2026 21:15,87.192.111.4,169.109.184.45,18689,21,ICMP,1840,593,4634,0.407730004,19,55693,40350,Normal,15:99:96:ef:1c:b3,1
05-01-2026 07:50,194.211.74.88,153.58.136.143,29004,80,TCP,1817,722,636,0.489452568,7,19667,66678,Normal,13:35:1d:00:8b:da,0
01-01-2026 08:38,233.9.182.134,20.40.167.120,49118,53,TCP,1722,512,4475,0.900203284,2,41549,15437,Normal,d4:0b:dc:33:a2:06,1
04-01-2026 20:18,222.163.52.227,226.179.61.12,20707,53,TCP,1884,47,1788,0.573477923,4,29421,27603,Normal,d6:26:05:8c:fb:8b,0
01-01-2026 08:14,25.84.128.17,89.87.13.244,18657,22,ICMP,1792,683,1408,0.230997393,7,4335,66687,Normal,ee:79:23:09:62:8c,0
04-01-2026 16:39,1.2.25.149,28.128.23.158,36590,53,ICMP,744,229,910,0.045293402,21,31131,62042,Normal,4a:ae:24:26:75:f8,1
01-01-2026 08:47,146.164.10.228,51.132.17.213,61443,22,ICMP,851,146,4972,0.324389501,20,59869,44037,Normal,cd:2d:b8:26:26:85,1
04-01-2026 22:07,227.188.106.106,46.157.53.108,18176,21,UDP,1962,284,4922,0.06392637,4,23134,49819,DoS,47:e4:b7:ef:30:fe,1
02-01-2026 06:43,88.222.244.15,177.12.106.208,21845,53,TCP,493,468,1185,0.682210937,16,16962,17557,Normal,00:7e:38:e3:24:25,0
04-01-2026 05:59,178.148.216.146,47.18.188.63,22796,80,UDP,1412,86,4869,0.667139968,11,57868,48211,Normal,ae:01:83:fb:88:4d,0
01-01-2026 02:07,1.248.41.227,117.16.250.226,38173,8080,TCP,1499,,252,,12,47730,38256,Normal,89:1e:13:6d:95:56,0
02-01-2026 07:09,252.104.252.128,54.171.91.252,31905,80,TCP,1953,483,3479,0.878293231,9,33814,62748,Suspicious,c3:ac:77:fd:51:66,1
01-01-2026 21:21,44.249.184.99,146.249.141.61,62404,21,UDP,534,353,1637,0.385362371,4,34359,16766,Normal,25:da:20:b9:d9:fc,0
02-01-2026 20:32,6.39.23.222,46.201.55.136,56527,443,ICMP,351,200,2585,0.616444409,20,11852,53489,Probe,a6:f6:14:17:75:df,1
06-01-2026 05:18,122.24.135.55,162.161.36.66,12645,80,TCP,1486,87,5331,0.987591589,11,34027,25812,DoS,31:08:91:2b:63:f2,1
05-01-2026 04:40,186.12.157.163,102.241.119.93,31566,80,TCP,,735,,0.094187441,23,,,Probe,da:68:b7:f5:44:21,1
06-01-2026 02:36,253.229.78.194,45.145.116.192,19945,443,TCP,1488,172,3332,0.836644407,4,23957,68278,Normal,08:e9:2b:de:7c:12,0
03-01-2026 13:00,200.219.110.12,35.124.44.177,37231,21,UDP,1408,432,4024,0.792197378,6,56858,65800,DoS,c1:af:d6:ee:c0:a8,1
01-01-2026 21:58,14.119.203.131,48.59.126.58,14053,8080,UDP,681,129,4123,0.779305802,19,30022,64515,Probe,e0:fc:48:d3:47:da,1
06-01-2026 05:01,140.40.44.211,80.222.156.197,33793,22,TCP,794,532,4679,0.389978364,22,34421,44853,Normal,47:b9:23:d1:8c:6d,1
01-01-2026 03:55,251.124.229.94,118.94.5.219,58014,443,TCP,697,293,1773,0.486508557,2,32241,8422,Probe,d0:a7:bc:81:db:fb,0
03-01-2026 06:29,72.100.209.159,124.41.216.110,53833,80,TCP,628,720,1392,0.995989736,12,22528,32438,Normal,e7:b2:4c:ce:20:49,0
04-01-2026 03:10,155.185.198.20,230.87.62.54,32292,21,TCP,1031,377,4043,0.287483878,24,44985,14856,Normal,1e:18:f8:1a:7a:24,1
05-01-2026 01:28,,28.188.70.49,55473,53,UDP,1823,244,2661,0.578060983,16,14943,18413,Normal,,0
05-01-2026 07:23,199.252.5.50,169.147.23.52,50701,80,TCP,663,90,1845,0.647979976,23,36384,52569,Normal,66:f2:bd:eb:13:e5,1
01-01-2026 16:49,120.63.90.144,253.7.195.119,22126,21,TCP,438,95,71,0.669278115,4,16969,45995,DoS,a6:42:a4:64:08:bf,1
03-01-2026 21:35,64.227.187.45,96.83.242.25,46658,21,UDP,403,491,248,0.341527297,1,51435,58571,Normal,2d:00:7b:c6:2d:f4,0
02-01-2026 19:37,217.15.170.63,16.121.3.82,28002,8080,TCP,,791,,0.811350297,6,,,Normal,98:5f:59:75:ae:dd,0
03-01-2026 19:35,163.46.17.1,238.178.42.4,10744,22,TCP,1922,25,5426,0.617234783,10,20750,68310,Normal,29:cf:38:92:e8:d1,0
06-01-2026 03:56,120.11.71.228,128.214.29.103,19709,22,TCP,205,515,2665,0.675321934,15,52771,25980,Normal,53:33:b1:c6:20:52,0
03-01-2026 19:31,244.94.86.243,121.139.68.92,2274,22,TCP,1073,752,2757,0.745517182,23,50278,60642,Suspicious,09:c4:9a:65:21:00,1
02-01-2026 01:33,41.144.75.111,15.242.47.217,16171,80,ICMP,615,384,696,0.27191336,12,25571,59569,Normal,97:b2:04:9b:2f:86,0
06-01-2026 11:40,233.112.45.170,113.205.41.197,30768,443,TCP,158,,4013,,10,20045,5194,Suspicious,86:00:1a:6e:81:ae,0
04-01-2026 19:09,38.18.235.212,15.200.159.137,45012,8080,ICMP,1555,572,3734,0.725061798,23,29790,47637,Normal,c1:62:5e:80:1f:02,1
01-01-2026 20:29,,75.164.198.227,36736,53,TCP,673,524,2850,0.980142157,4,11800,162,DoS,,1
01-01-2026 04:02,179.34.173.17,213.123.13.187,44137,22,ICMP,,721,,0.452686692,3,,,DoS,4b:d5:eb:de:98:4a,1
03-01-2026 10:39,153.203.225.253,44.153.81.88,43094,80,UDP,979,114,4957,0.724955175,12,43962,25243,Normal,6a:a3:c2:bb:93:7d,0
04-01-2026 16:44,,29.224.73.93,17021,21,ICMP,1152,777,3606,0.588767297,18,49172,21078,Suspicious,,0
,89.42.55.71,114.106.29.36,27697,22,TCP,828,93,4506,0.114997074,1,22527,28536,Suspicious,f8:1c:ed:09:1b:a1,0
03-01-2026 17:44,131.188.249.241,185.195.7.43,31687,21,UDP,1148,62,3448,0.067735097,8,52669,33650,DoS,8e:4b:ad:43:b8:8b,1
04-01-2026 23:35,243.211.36.121,216.138.67.143,9738,443,ICMP,1147,198,152,0.864898465,11,54441,55423,Normal,4f:3f:71:b0:89:ac,0
06-01-2026 10:59,230.42.109.14,47.47.40.148,7518,22,TCP,432,519,62,0.074376081,6,24217,25538,Normal,cd:04:52:2c:89:40,0
05-01-2026 06:01,211.131.147.196,208.200.145.70,48286,22,UDP,1585,418,5647,0.052096875,4,43119,62687,Normal,fd:a0:25:7d:f2:1a,0
06-01-2026 00:12,86.112.120.232,89.151.107.1,13333,8080,UDP,1096,6,1705,0.272786599,23,42243,53919,Suspicious,e0:73:ed:94:98:4e,1
05-01-2026 23:04,40.215.39.98,115.96.138.111,20225,443,TCP,1995,604,1230,0.270800119,16,7838,61615,Normal,b0:11:6b:4a:b5:e7,0
05-01-2026 16:36,60.59.85.130,93.43.241.6,46440,8080,ICMP,277,312,1886,0.526688813,14,42736,5957,Normal,a1:ed:6c:bf:8b:4e,0
02-01-2026 02:04,127.234.158.125,121.115.125.109,8905,80,UDP,454,572,2754,0.591595715,3,48589,12316,Normal,c7:44:51:cc:a8:fc,0
03-01-2026 01:19,184.77.9.110,96.83.147.14,7530,8080,TCP,325,507,3155,0.746786799,0,4271,57948,Normal,40:e9:bc:7b:92:1d,0
04-01-2026 01:47,155.245.196.211,226.219.51.1,21738,53,TCP,1794,238,540,0.465078305,16,44518,65414,Normal,2c:ba:48:44:d9:bc,0
05-01-2026 01:26,138.252.227.249,164.106.126.152,50560,443,TCP,1204,438,4042,0.464471701,17,21964,50307,Normal,7e:07:0d:09:29:a2,0
03-01-2026 20:21,24.89.103.50,75.175.7.248,35711,80,TCP,1235,95,4429,0.706469787,2,35718,32547,Normal,7f:92:19:51:80:96,0
01-01-2026 22:32,62.137.72.123,139.248.99.200,10684,21,ICMP,728,407,1898,0.582910852,7,41023,26015,Normal,6b:c5:db:1e:e6:16,0
01-01-2026 06:16,189.208.172.201,53.152.171.50,22031,22,ICMP,1582,466,889,0.171572672,7,48188,11160,Normal,42:7e:52:cd:e3:02,0
03-01-2026 23:19,181.185.10.210,67.163.241.201,2626,53,TCP,1300,785,1306,0.493625418,6,4474,37469,Normal,e5:2b:12:1d:18:25,0
04-01-2026 13:59,89.133.143.116,115.248.156.81,21262,22,UDP,136,183,4216,0.906403873,13,43128,64178,Normal,16:32:8e:67:e6:db,0
03-01-2026 08:42,247.53.70.113,99.61.60.75,24242,8080,TCP,1036,792,5282,0.351246752,2,31881,29141,DoS,66:8e:5f:c6:4d:a0,1
02-01-2026 00:14,51.166.4.158,14.203.64.4,3927,443,ICMP,1722,621,4460,0.547587448,2,51158,7136,Probe,66:e7:21:56:c5:59,0
03-01-2026 20:23,93.193.162.248,68.87.112.178,46691,8080,TCP,,761,,0.685293638,7,,,Normal,7a:0e:b7:41:55:61,0
05-01-2026 06:13,78.242.138.164,241.43.204.93,50867,21,ICMP,1710,393,291,0.267402163,4,19769,49195,Suspicious,0d:65:3b:48:d7:7b,0
02-01-2026 15:55,108.119.150.199,202.109.45.226,62660,21,UDP,771,717,694,0.328100678,23,10333,963,Normal,4e:e5:5f:bd:a3:f6,1
02-01-2026 06:50,118.13.153.137,219.197.11.193,48020,443,UDP,1494,584,4235,0.359802905,7,42161,21689,Suspicious,19:29:9e:d1:12:77,0
04-01-2026 00:02,131.182.203.33,114.62.152.43,35771,443,TCP,1073,476,398,0.789544284,24,59543,31217,Normal,96:2b:ba:81:41:87,1
04-01-2026 03:42,102.140.184.152,216.142.228.201,5300,8080,TCP,578,124,3654,0.135873252,14,34281,44120,Normal,06:29:fc:22:ea:12,0
03-01-2026 03:28,155.184.62.26,41.76.91.107,2055,8080,UDP,774,66,4222,0.323341649,15,41742,40465,Normal,b4:d6:e9:1e:22:c6,0
04-01-2026 23:11,240.113.72.62,23.44.35.219,60933,21,TCP,130,325,5605,0.173955553,16,4980,10099,Probe,24:4d:b2:1e:21:d2,0
04-01-2026 09:57,212.2.206.146,112.243.38.152,20572,8080,TCP,1040,379,2190,0.751816615,24,59506,37778,Normal,c9:c0:96:2b:de:b4,1
05-01-2026 15:59,,154.213.14.159,17335,21,TCP,909,460,1308,0.309296108,14,5647,49813,Suspicious,,0
06-01-2026 18:47,75.46.99.145,238.87.32.123,65057,21,UDP,1769,454,948,0.708088236,20,33335,24777,Normal,a0:0b:1a:ef:3c:f5,1
06-01-2026 04:28,39.174.191.115,161.139.112.65,6834,8080,TCP,221,775,3887,0.297448579,19,48393,32201,Normal,0e:00:66:46:3f:a1,1
04-01-2026 09:02,150.94.95.145,119.62.76.57,63204,8080,TCP,361,635,2526,0.02132902,19,28174,37683,Probe,fa:3a:7c:a6:52:8e,1
03-01-2026 07:17,204.96.114.78,254.158.149.162,56007,443,UDP,1781,205,5407,0.601540033,5,1846,27430,Normal,4e:75:f8:96:95:17,0
01-01-2026 21:44,57.223.80.247,215.154.183.130,52060,53,ICMP,1465,148,1528,0.698028431,22,10662,14207,Normal,18:b6:71:0b:89:5d,1
06-01-2026 09:46,192.192.49.134,118.221.143.125,47624,22,ICMP,550,273,5748,0.740899147,12,21932,62850,Suspicious,c0:71:68:25:87:14,0
04-01-2026 21:26,132.43.101.112,66.161.27.211,28587,80,UDP,455,523,5570,0.039165003,13,54434,51779,Normal,29:73:92:35:4a:55,0
06-01-2026 18:44,103.134.242.15,136.133.129.72,47090,80,TCP,1197,,169,,14,18762,59581,DoS,95:9a:f9:2f:9c:14,1
02-01-2026 22:06,11.130.249.148,235.122.202.99,18461,8080,UDP,1524,745,1351,0.674070349,21,38799,13133,Suspicious,a4:28:b9:b7:99:50,1
05-01-2026 11:34,41.209.69.187,37.116.0.182,28549,80,TCP,1425,591,5440,0.779610731,10,33771,35682,Probe,36:2d:ee:ae:1d:aa,0
06-01-2026 16:41,32.59.214.72,187.61.249.87,44563,443,TCP,1164,753,1543,0.862998444,15,22634,53041,Normal,11:39:ef:cb:49:0c,0
02-01-2026 22:13,135.91.116.225,73.212.238.21,38451,22,TCP,622,,932,,15,2600,20543,Normal,82:12:6f:43:a1:e8,0
01-01-2026 18:55,,202.41.158.113,27976,21,TCP,702,11,3326,0.117089985,2,524,17477,Suspicious,,0
01-01-2026 08:02,227.83.209.234,15.45.113.55,27292,80,ICMP,271,117,3672,0.434340966,2,40425,21296,Normal,37:c8:e2:2a:21:74,0
03-01-2026 18:39,41.72.44.1,167.122.154.177,32700,53,ICMP,863,,467,,7,42175,40056,Normal,42:0a:06:29:95:3b,0
01-01-2026 07:45,21.69.31.160,204.181.89.246,23218,22,TCP,286,542,3271,0.222134851,22,59263,9755,Normal,98:40:e5:9e:a1:4a,1
05-01-2026 02:07,33.7.135.72,249.176.115.109,56356,80,TCP,1230,601,4732,0.403633076,3,46230,61517,Suspicious,a0:71:64:1d:d6:7a,0
03-01-2026 00:43,221.68.172.178,185.107.31.187,49421,443,TCP,1827,247,1771,0.083763546,2,19810,10850,Normal,f1:1d:06:e3:5c:cd,0
04-01-2026 04:52,125.245.127.101,234.98.113.191,27771,80,UDP,1790,56,3810,0.843932609,8,19580,63089,Suspicious,e5:db:af:5f:26:10,1
04-01-2026 04:00,180.2.4.22,167.35.153.124,42363,80,TCP,47,777,5821,0.392652637,12,31754,60032,Normal,61:22:7c:b6:a8:a1,0
01-01-2026 07:03,19.86.193.58,66.112.143.146,59590,22,TCP,1380,201,2940,0.457595551,16,52322,52696,Probe,c3:b4:f3:55:a1:fc,0
03-01-2026 07:21,123.72.22.174,35.41.12.194,51460,53,TCP,1509,465,407,0.133834258,23,27599,63569,Normal,0c:3e:82:b3:0a:29,1
04-01-2026 16:49,209.59.205.5,84.47.208.134,16174,443,UDP,1942,45,4345,0.101229262,23,1484,17797,Normal,88:d1:e8:04:69:ef,1
05-01-2026 17:03,,118.116.62.11,14051,443,TCP,1034,427,1984,0.358811163,24,12032,12286,Suspicious,,1
06-01-2026 13:56,137.18.81.19,168.28.29.177,41616,22,TCP,1657,435,625,0.02119902,0,52832,7502,Normal,d1:d7:df:c3:af:f4,0
05-01-2026 18:36,41.232.244.105,110.18.254.148,1705,443,TCP,271,523,2165,0.578465546,5,11773,46838,Normal,81:4c:ca:a0:1e:5b,0
01-01-2026 11:50,43.6.44.220,163.207.79.158,17148,8080,UDP,774,644,1617,0.467743339,15,51036,40909,Normal,da:64:71:fc:3e:f4,0
06-01-2026 13:03,177.77.98.51,176.25.2.209,27995,22,UDP,1118,775,2297,0.725389949,0,32061,65429,Suspicious,87:8b:78:69:ae:fd,0
05-01-2026 05:38,35.155.23.135,33.193.63.71,43706,53,UDP,782,80,4938,0.250909323,19,8977,14764,Normal,79:a7:56:1f:a8:96,1
05-01-2026 09:04,253.49.165.117,56.3.84.50,38218,8080,UDP,1309,26,1295,0.565641117,1,39567,38815,Suspicious,e7:44:1b:b4:5a:98,0
01-01-2026 05:13,13.21.254.78,172.174.38.13,43714,8080,ICMP,454,497,1808,0.336866135,13,39363,41892,Normal,6a:1e:1a:b0:e2:c4,0
01-01-2026 18:35,194.51.32.112,155.197.91.211,5348,80,UDP,1841,159,4631,0.066683768,13,54545,31339,Normal,33:28:8d:78:be:3c,0
01-01-2026 04:50,217.201.154.117,5.171.9.107,63594,8080,TCP,786,310,2057,0.181411583,7,26554,15829,Normal,5d:5e:05:1b:6f:fd,0
01-01-2026 01:25,184.13.86.166,191.125.187.106,21978,22,ICMP,1404,649,2907,0.061180997,3,38811,62434,Normal,ec:29:40:01:93:4e,0
06-01-2026 15:32,125.132.69.201,196.27.12.155,32136,53,UDP,1715,798,5799,0.223171152,20,33872,50926,Normal,c4:22:81:06:26:e5,1
03-01-2026 05:18,239.74.75.244,184.2.188.56,13903,443,UDP,745,502,673,0.125500869,19,16962,14524,Probe,75:e5:cb:65:f4:a8,1
03-01-2026 15:23,,130.23.128.92,10829,443,UDP,1166,309,1660,0.423576974,8,17337,50788,Normal,,0
02-01-2026 08:15,150.14.135.72,3.0.164.113,17566,443,TCP,419,,2384,,18,47478,31335,Probe,d0:44:a5:dd:08:be,0
05-01-2026 00:01,131.3.10.211,218.253.214.187,27769,80,ICMP,936,295,5262,0.086531128,4,8374,15611,Suspicious,01:78:41:60:6e:1a,0
03-01-2026 21:32,,130.31.35.211,37086,8080,ICMP,920,61,3320,0.875053116,13,24159,14131,Normal,,0
06-01-2026 01:30,75.11.64.152,155.48.103.13,12449,443,TCP,1542,70,5538,0.750655663,19,1059,43156,DoS,8e:a8:cb:99:a7:7c,1
04-01-2026 10:27,189.151.78.61,210.65.10.251,65358,80,ICMP,598,772,2550,0.388620678,14,19375,7599,Probe,d6:65:cb:e2:4b:dd,0
06-01-2026 13:31,227.207.175.152,137.105.228.66,58203,443,UDP,861,,2816,,1,7998,46779,Normal,fa:80:34:21:10:ae,0
05-01-2026 00:24,108.9.147.51,124.14.73.25,47074,8080,UDP,1636,387,4000,0.742570541,2,34136,24165,Probe,be:ba:8e:24:ba:66,0
05-01-2026 09:17,103.39.71.212,11.91.140.183,55657,443,ICMP,77,452,3698,0.443117439,2,42596,68326,Suspicious,39:19:dd:ac:b6:4f,0
06-01-2026 16:22,214.174.210.73,25.23.189.247,12439,443,ICMP,716,184,1921,0.842757633,13,54122,34963,Normal,b8:b9:8f:0b:c7:0e,0
01-01-2026 13:11,110.219.202.202,87.122.184.168,19588,443,ICMP,,,,,12,,,Normal,0d:d1:49:07:6d:12,0
01-01-2026 14:59,43.49.217.111,184.21.133.124,14843,443,ICMP,450,270,1731,0.942954,6,2964,1614,Probe,d5:84:37:2f:b2:a8,0
01-01-2026 09:52,76.18.76.192,26.176.119.185,41554,53,UDP,1730,361,5014,0.963425884,20,40634,36943,DoS,4f:2a:94:58:9b:60,1
03-01-2026 05:20,79.150.198.61,254.26.10.44,26499,53,UDP,1439,355,1681,0.615972973,10,18158,2624,Normal,a7:b2:49:b0:b3:04,0
05-01-2026 21:43,46.244.235.227,142.84.207.250,25637,8080,UDP,1347,426,1509,0.985210049,2,17969,31205,Suspicious,1a:b0:a2:32:99:98,0
03-01-2026 18:24,101.100.49.197,54.231.102.151,29287,22,ICMP,689,158,1967,0.221380086,22,15397,50795,Suspicious,4e:0a:06:96:a2:af,1
03-01-2026 14:17,147.115.177.170,162.226.226.240,24150,8080,ICMP,304,,3500,,0,12107,8626,Normal,e5:0b:fb:31:ae:38,0
02-01-2026 21:20,64.213.98.183,105.251.71.253,61538,80,ICMP,173,163,2899,0.814037204,6,48818,40528,Probe,29:7e:88:a5:81:0a,0
02-01-2026 01:52,157.62.74.41,253.242.57.239,64971,443,UDP,411,399,557,0.93339377,21,55184,29316,Normal,cf:76:a9:26:94:54,1
05-01-2026 13:09,227.12.167.96,44.30.224.116,33761,443,UDP,1151,683,2761,0.061442841,1,47485,26596,Normal,69:46:17:05:60:bc,0
01-01-2026 18:26,36.170.43.219,246.83.96.66,41548,80,UDP,412,562,3973,0.574792261,6,42102,17591,Normal,85:5f:d4:d9:7e:e3,0
05-01-2026 15:13,195.165.237.32,10.11.111.201,61620,80,TCP,1676,317,5269,0.121526937,21,25697,2078,Suspicious,83:ae:40:31:36:31,1
04-01-2026 19:46,207.129.14.25,204.195.109.158,1751,21,UDP,853,446,5322,0.739644733,8,52667,66571,Normal,b2:17:de:7e:6d:c2,0
03-01-2026 10:12,75.215.46.186,36.143.193.184,61589,80,TCP,934,751,429,0.257860901,10,9396,56061,Normal,cd:34:3f:d1:14:4f,0
04-01-2026 07:08,169.185.48.149,70.38.97.18,7094,443,TCP,949,772,2634,0.528375073,19,39625,9181,Normal,fe:eb:e8:83:c8:98,1
05-01-2026 05:39,32.76.185.33,59.213.217.201,38270,22,UDP,1867,104,1377,0.149502065,0,19004,754,Normal,95:42:28:cf:17:ae,0
04-01-2026 06:42,171.46.232.177,219.79.140.212,29067,21,TCP,916,476,637,0.653514996,19,14587,65475,Normal,b6:43:ca:64:0d:e3,1
02-01-2026 04:02,173.77.215.93,153.155.171.249,55981,22,ICMP,1146,554,5011,0.274041841,10,649,1790,Suspicious,57:e8:cf:b2:e8:c9,0
05-01-2026 03:09,100.141.35.3,118.81.137.159,64145,8080,UDP,868,786,3409,0.455452059,8,18084,16029,Normal,4e:e4:ab:23:46:ab,0
06-01-2026 18:33,252.96.25.239,44.194.14.228,21370,80,ICMP,1312,786,2414,0.569089376,2,55320,44355,Normal,d3:b1:1e:86:e9:36,0
05-01-2026 12:35,169.159.249.4,139.70.2.129,61044,443,TCP,,562,,0.742773335,1,,,Normal,9a:2f:f8:f4:e5:f1,0
02-01-2026 11:10,54.134.214.168,28.244.140.254,58862,443,TCP,1161,585,564,0.181309799,5,55627,38676,Suspicious,36:90:ef:12:8e:22,1
05-01-2026 08:45,99.21.220.215,45.84.193.194,10257,80,ICMP,1225,322,4641,0.428424456,17,54529,58919,Suspicious,9b:08:c9:19:4e:ec,1
01-01-2026 22:45,240.74.184.251,57.0.60.111,36870,8080,ICMP,167,158,5083,0.230089232,14,23935,62514,Normal,6d:24:f3:e2:34:cb,0
06-01-2026 02:05,249.61.97.114,45.182.182.171,44905,22,ICMP,418,518,2621,0.107637547,3,35016,15942,Normal,72:bc:e2:eb:71:c0,0
03-01-2026 07:39,156.227.213.1,151.168.32.63,47091,22,UDP,1569,442,2210,0.639163446,24,37740,39078,Normal,1c:6b:6d:bc:29:03,1
02-01-2026 07:46,6.33.240.242,31.238.75.73,35513,8080,TCP,1308,737,5796,0.787571425,11,42073,802,Normal,e7:7a:05:de:ec:9b,0
06-01-2026 05:41,224.171.22.153,164.148.32.166,20451,53,UDP,1338,,1778,,14,45174,18996,Suspicious,a3:74:92:b1:59:3f,0
04-01-2026 03:05,122.236.42.15,25.251.40.75,36781,22,UDP,1042,329,3403,0.370730803,5,17560,56915,Probe,a7:1d:db:d4:65:05,0
,231.213.6.121,107.15.73.35,9362,21,ICMP,956,711,3456,0.733288844,15,36681,19675,DoS,c3:e0:06:60:95:bc,1
03-01-2026 23:16,95.208.212.139,191.183.234.206,18636,443,UDP,1829,28,3534,0.15599741,21,56718,10535,Normal,ab:57:1b:7a:1a:9b,1
05-01-2026 03:55,87.252.138.160,54.186.58.117,63056,22,TCP,933,63,3811,0.427859314,2,13506,16725,Normal,9a:0a:d8:46:e9:f5,0
06-01-2026 00:50,158.160.77.87,147.240.152.202,30456,21,TCP,1218,226,1775,0.399497102,14,23036,37351,Normal,d9:db:13:31:1f:5a,0
05-01-2026 23:10,189.213.58.47,175.163.28.27,57521,8080,UDP,,651,,0.083186369,24,,,Normal,e7:0a:05:37:ce:eb,1
05-01-2026 00:37,26.106.64.187,29.118.185.61,4665,53,UDP,43,787,5557,0.731157346,17,10684,52208,Normal,20:4f:3d:55:c7:1d,0
03-01-2026 08:12,65.240.119.187,133.24.159.34,30885,80,ICMP,1815,86,4511,0.776404841,21,54340,19864,Probe,4e:d0:92:32:21:34,1
